X Y UC  LC  AVCRUST Topo   Basement UC/LC Moho
8.125 34.625  5.91  6.24  6.07  0.70  1.81  20.66 38.40
8.375 34.625  5.92  6.26  6.09  0.58  1.66  19.91 38.16
8.625 34.625  5.95  6.28  6.12  0.52  1.46  19.04 37.72
8.875 34.625  6 6.33  6.17  0.41  1.32  18.64 37.04
9.125 34.625  6.08  6.38  6.24  0.43  1.19  17.48 36.09
9.375 34.625  6.18  6.46  6.32  0.35  1.42  18.15 34.89
9.625 34.625  6.29  6.53  6.41  0.25  2.47  17.97 33.47
9.875 34.625  6.41  6.61  6.51  0.11  4.34  18.12 31.90
10.125  34.625  6.53  6.69  6.61  0.09  6.26  18.45 30.64
10.375  34.625  6.65  6.77  6.71  0.07  8.11  19.23 30.34
10.625  34.625  6.72  6.81  6.76  0.01  9.25  21.09 30.57
10.875  34.625  6.7 6.83  6.76  -0.02 9.60  21.12 31.00
11.125  34.625  6.7 6.85  6.76  -0.01 9.74  22.26 30.61
11.375  34.625  6.7 6.86  6.76  -0.02 9.86  22.66 30.34
11.625  34.625  6.7 6.88  6.77  -0.02 9.82  22.15 29.99
11.875  34.625  6.7 6.89  6.77  -0.03 9.69  22.23 29.54
12.125  34.625  6.7 6.91  6.78  -0.05 9.62  21.83 29.34
12.375  34.625  6.7 6.92  6.78  -0.05 9.64  22.06 29.16
12.625  34.625  6.7 6.94  6.79  -0.08 9.58  21.71 28.99
12.875  34.625  6.7 6.95  6.79  -0.09 9.42  21.84 28.83
13.125  34.625  6.7 6.97  6.80  -0.16 9.31  21.54 28.74
13.375  34.625  6.7 6.99  6.80  -0.25 9.20  21.98 28.71
13.625  34.625  6.7 7.02  6.81  -0.31 9.13  21.95 28.66
13.875  34.625  6.7 7.05  6.81  -0.35 9.06  22.58 28.78
14.125  34.625  6.68  7.07  6.80  -0.36 8.82  22.80 29.02
14.375  34.625  6.66  7.1 6.79  -0.38 8.43  23.01 29.12
14.625  34.625  6.63  7.12  6.79  -0.44 8.11  22.29 29.17
14.875  34.625  6.6 7.13  6.78  -0.32 7.68  21.73 28.95
15.125  34.625  6.57  7.16  6.78  -0.23 7.27  20.78 28.25
15.375  34.625  6.54  7.17  6.78  -0.27 7.01  19.43 27.07
15.625  34.625  6.5 7.18  6.78  -0.32 7.01  17.83 25.41
15.875  34.625  6.47  7.19  6.77  -0.35 7.20  16.38 22.93
16.125  34.625  6.44  7.19  6.77  -0.76 7.67  14.87 20.53
16.375  34.625  6.43  7.2 6.77  -1.40 8.29  14.13 18.74
16.625  34.625  6.41  7.2 6.76  -1.74 8.62  13.09 16.65
16.875  34.625  6.41  7.2 6.76  -2.16 8.98  12.56 15.40
17.125  34.625  6.39  7.2 6.76  -2.46 9.13  11.80 14.05
17.375  34.625  6.38  7.2 6.75  -2.86 9.38  11.58 13.38
17.625  34.625  6.37  7.2 6.75  -3.14 9.54  11.44 13.05
17.875  34.625  6.36  7.19  6.75  -3.37 9.36  11.07 12.59
18.125  34.625  6.35  7.18  6.76  -3.51 8.84  10.44 12.00
18.375  34.625  6.33  7.17  6.73  -3.59 8.36  10.11 11.70
18.625  34.625  6.32  7.15  6.71  -3.55 8.14  9.91  11.47
18.875  34.625  6.31  7.13  6.68  -3.68 8.21  10.09 11.63
19.125  34.625  6.29  7.1 6.66  -3.85 8.35  10.39 12.11
19.375  34.625  6.28  7.08  6.64  -3.55 8.06  10.64 12.75
19.625  34.625  6.27  7.05  6.63  -3.25 7.87  10.89 13.47
19.875  34.625  6.26  7.02  6.61  -3.05 8.15  11.55 14.46
20.125  34.625  6.25  6.99  6.60  -2.91 8.68  12.54 16.01
20.375  34.625  6.24  6.96  6.58  -2.79 9.04  13.80 18.06
20.625  34.625  6.23  6.93  6.57  -2.72 9.01  14.89 20.44
20.875  34.625  6.23  6.9 6.57  -2.65 8.59  15.03 21.66
21.125  34.625  6.23  6.87  6.56  -2.60 8.06  15.08 22.55
21.375  34.625  6.23  6.85  6.56  -2.37 7.47  14.90 23.36
21.625  34.625  6.23  6.82  6.56  -2.41 7.42  14.75 24.05
21.875  34.625  6.23  6.8 6.56  -2.40 7.36  14.67 24.72
22.125  34.625  6.24  6.78  6.57  -2.70 7.57  14.45 25.26
22.375  34.625  6.24  6.75  6.57  -2.91 7.72  14.07 25.70
22.625  34.625  6.25  6.73  6.58  -2.87 7.71  13.54 26.37
22.875  34.625  6.25  6.72  6.58  -2.85 7.93  13.62 27.03
23.125  34.625  6.23  6.7 6.58  -2.83 8.22  13.15 27.51
23.375  34.625  6.2 6.7 6.57  -2.77 8.39  13.42 27.74
23.625  34.625  6.16  6.69  6.56  -2.83 8.46  13.09 27.33
23.875  34.625  6.13  6.7 6.55  -2.45 7.93  12.80 26.45
24.125  34.625  6.1 6.7 6.55  -2.35 7.63  12.08 25.42
24.375  34.625  6.09  6.71  6.54  -2.74 7.87  12.68 25.40
24.625  34.625  6.07  6.7 6.52  -1.81 6.85  12.86 27.87
24.875  34.625  6.06  6.67  6.47  -2.04 6.79  13.98 28.72
25.125  34.625  6.08  6.65  6.45  -1.61 5.96  13.61 27.76
25.375  34.625  6.11  6.64  6.44  -1.16 5.21  13.01 25.89
25.625  34.625  6.13  6.63  6.44  -0.91 4.89  12.36 24.55
25.875  34.625  6.14  6.62  6.44  -1.81 5.73  12.81 24.60
26.125  34.625  6.14  6.61  6.45  -3.08 6.90  13.15 25.26
26.375  34.625  6.14  6.61  6.45  -3.50 7.26  13.51 25.63
26.625  34.625  6.14  6.61  6.44  -3.07 6.86  13.67 25.70
26.875  34.625  6.13  6.6 6.43  -2.32 6.31  13.32 25.68
27.125  34.625  6.12  6.6 6.41  -1.82 6.09  13.98 26.03
27.375  34.625  6.12  6.59  6.40  -2.37 6.84  14.84 26.64
27.625  34.625  6.11  6.59  6.39  -2.67 7.28  15.66 27.40
27.875  34.625  6.1 6.58  6.38  -2.58 7.66  16.23 28.23
28.125  34.625  6.09  6.58  6.36  -2.56 8.29  17.63 29.10
28.375  34.625  6.08  6.57  6.35  -2.56 8.75  18.27 29.95
28.625  34.625  6.07  6.57  6.35  -2.52 8.85  18.46 30.70
28.875  34.625  6.07  6.57  6.34  -2.52 9.06  19.28 31.28
29.125  34.625  6.07  6.56  6.34  -2.54 9.37  19.40 31.70
29.375  34.625  6.06  6.56  6.33  -2.53 9.57  19.92 32.08
29.625  34.625  6.06  6.56  6.33  -2.55 9.75  20.16 32.39
29.875  34.625  6.06  6.56  6.33  -2.56 10.27 20.52 32.55
30.125  34.625  6.05  6.56  6.33  -2.49 10.90 20.65 32.52
30.375  34.625  6.05  6.56  6.34  -2.47 11.39 20.44 32.37
30.625  34.625  6.05  6.56  6.34  -2.48 11.48 20.38 32.11
30.875  34.625  6.05  6.56  6.34  -2.46 11.35 20.14 31.73
31.125  34.625  6.05  6.56  6.35  -2.44 11.17 19.44 31.26
31.375  34.625  6.05  6.56  6.35  -2.42 11.03 19.15 30.75
31.625  34.625  6.05  6.56  6.35  -2.31 10.69 18.74 30.24
31.875  34.625  6.05  6.57  6.36  -2.44 9.82  17.88 29.77
32.125  34.625  6.05  6.57  6.36  -2.27 8.27  16.81 29.41
32.375  34.625  6.05  6.57  6.36  -1.34 6.32  15.55 29.18
32.625  34.625  6.05  6.57  6.35  -0.55 5.24  15.34 29.11
32.875  34.625  6.05  6.57  6.35  -0.17 4.46  14.91 29.15
33.125  34.625  6.05  6.58  6.35  -0.29 4.03  14.99 29.29
33.375  34.625  6.05  6.58  6.35  -0.41 3.76  14.93 29.50
33.625  34.625  6.04  6.58  6.34  -0.74 4.08  15.47 29.70
33.875  34.625  6.04  6.58  6.34  -1.37 5.04  16.07 29.85
34.125  34.625  6.04  6.58  6.34  -1.66 5.79  16.51 29.92
34.375  34.625  6.04  6.58  6.33  -1.51 5.97  17.09 29.98
34.625  34.625  6.04  6.58  6.33  -1.48 6.17  17.20 29.99
34.875  34.625  6.04  6.58  6.32  -1.59 6.98  18.04 29.95
35.125  34.625  6.04  6.58  6.32  -1.73 8.07  18.62 29.98
35.375  34.625  6.04  6.59  6.32  -1.80 8.83  19.28 30.11
-24.875 34.875  5.49  6.73  6.29  -4.63 4.93  7.36  11.79
-24.625 34.875  5.49  6.73  6.30  -4.94 4.96  7.34  11.82
-24.375 34.875  5.5 6.73  6.30  -5.01 5.01  7.38  11.84
-24.125 34.875  5.49  6.73  6.29  -4.96 5.01  7.44  11.86
-23.875 34.875  5.49  6.73  6.29  -4.67 5.02  7.46  11.90
-23.625 34.875  5.46  6.72  6.28  -4.90 5.04  7.44  11.92
-23.375 34.875  5.45  6.72  6.28  -4.89 5.09  7.46  11.93
-23.125 34.875  5.45  6.72  6.28  -5.04 5.15  7.50  11.94
-22.875 34.875  5.49  6.74  6.30  -5.05 5.20  7.57  11.94
-22.625 34.875  5.5 6.74  6.30  -4.85 5.24  7.62  11.94
-22.375 34.875  5.49  6.74  6.30  -4.99 5.28  7.63  11.95
-22.125 34.875  5.49  6.74  6.30  -5.05 5.32  7.66  11.98
-21.875 34.875  5.49  6.74  6.30  -5.00 5.37  7.71  12.02
-21.625 34.875  5.49  6.74  6.30  -5.19 5.42  7.76  12.06
-21.375 34.875  5.49  6.75  6.30  -5.23 5.44  7.81  12.07
-21.125 34.875  5.49  6.75  6.30  -5.20 5.44  7.82  12.10
-20.875 34.875  5.49  6.75  6.30  -5.14 5.43  7.82  12.13
-20.625 34.875  5.49  6.75  6.30  -5.12 5.44  7.84  12.16
-20.375 34.875  5.49  6.75  6.30  -5.14 5.48  7.88  12.19
-20.125 34.875  5.49  6.75  6.30  -5.18 5.53  7.93  12.25
-19.875 34.875  5.5 6.75  6.30  -5.15 5.59  8.01  12.32
-19.625 34.875  5.5 6.75  6.30  -5.15 5.64  8.07  12.38
-19.375 34.875  5.49  6.75  6.30  -5.15 5.66  8.06  12.38
-19.125 34.875  5.49  6.75  6.30  -5.07 5.66  8.05  12.35
-18.875 34.875  5.49  6.75  6.30  -5.00 5.62  8.00  12.29
-18.625 34.875  5.49  6.75  6.29  -4.89 5.55  7.99  12.24
-18.375 34.875  5.49  6.75  6.30  -4.81 5.42  7.83  12.16
-18.125 34.875  5.49  6.75  6.30  -4.54 5.25  7.65  11.98
-17.875 34.875  5.49  6.75  6.30  -4.36 5.04  7.44  11.75
-17.625 34.875  5.49  6.75  6.30  -4.26 4.77  7.20  11.57
-17.375 34.875  5.49  6.74  6.30  -4.04 4.39  6.89  11.48
-17.125 34.875  5.5 6.74  6.30  -3.38 3.94  6.59  11.40
-16.875 34.875  5.5 6.74  6.30  -2.47 3.54  6.29  11.30
-16.625 34.875  5.51  6.74  6.30  -2.32 3.34  6.16  11.23
-16.375 34.875  5.52  6.74  6.29  -2.29 3.31  6.21  11.17
-16.125 34.875  5.53  6.75  6.30  -2.80 3.37  6.37  11.50
-15.875 34.875  5.55  6.75  6.30  -2.87 3.44  6.65  12.00
-15.625 34.875  5.57  6.75  6.30  -3.14 3.51  6.75  12.00
-15.375 34.875  5.6 6.75  6.30  -3.42 3.61  6.70  11.50
-15.125 34.875  5.63  6.75  6.30  -3.57 3.69  6.63  11.00
-14.875 34.875  5.66  6.75  6.30  -3.67 3.68  6.70  11.00
-14.625 34.875  5.69  6.75  6.29  -2.54 3.69  6.88  11.03
-14.375 34.875  5.71  6.74  6.28  -2.31 3.93  7.15  11.15
-14.125 34.875  5.73  6.74  6.28  -3.74 4.39  7.61  11.47
-13.875 34.875  5.74  6.74  6.27  -4.07 4.49  7.97  11.89
-13.625 34.875  5.74  6.74  6.27  -3.94 4.33  8.04  12.22
-13.375 34.875  5.72  6.73  6.27  -3.38 3.96  7.79  12.37
-13.125 34.875  5.69  6.74  6.27  -3.32 3.47  7.52  12.51
-12.875 34.875  5.64  6.74  6.32  -3.92 3.92  7.28  12.67
-12.625 34.875  5.57  6.74  6.33  -4.12 4.12  7.14  12.80
-12.375 34.875  5.5 6.75  6.30  -3.58 4.24  7.36  12.91
-12.125 34.875  5.51  6.73  6.28  -2.72 5.07  8.05  13.14
-11.875 34.875  5.52  6.72  6.27  -2.50 5.43  8.43  13.44
-11.625 34.875  5.53  6.71  6.25  -3.61 5.84  8.90  13.69
-11.375 34.875  5.55  6.69  6.24  -3.94 6.60  9.47  13.86
-11.125 34.875  5.58  6.67  6.23  -4.39 7.41  10.11 14.09
-10.875 34.875  5.65  6.63  6.21  -4.40 7.97  10.73 14.41
-10.625 34.875  5.74  6.59  6.19  -4.43 8.01  11.29 14.98
-10.375 34.875  5.82  6.57  6.18  -4.27 8.01  12.29 16.24
-10.125 34.875  5.89  6.59  6.21  -4.07 8.00  13.85 18.78
-9.875  34.875  5.97  6.63  6.25  -4.23 8.09  16.90 23.40
-9.625  34.875  6.04  6.7 6.32  -4.23 8.24  17.00 23.46
-9.375  34.875  6.11  6.78  6.39  -4.11 8.57  16.84 22.78
-9.125  34.875  6.18  6.86  6.47  -3.82 8.78  16.12 21.58
-8.875  34.875  6.22  6.91  6.53  -3.58 9.52  15.47 20.33
-8.625  34.875  6.24  6.94  6.57  -3.29 10.15 14.93 19.20
-8.375  34.875  6.25  6.95  6.59  -3.02 10.06 14.95 19.56
-8.125  34.875  6.26  6.95  6.60  -2.69 10.08 15.06 19.90
-7.875  34.875  6.25  6.95  6.60  -2.30 9.76  14.64 19.52
-7.625  34.875  6.25  6.94  6.60  -1.91 8.90  13.92 19.08
-7.375  34.875  6.24  6.93  6.58  -1.55 7.97  14.01 19.87
-7.125  34.875  6.24  6.91  6.56  -1.03 6.66  15.15 22.92
-6.875  34.875  6.22  6.89  6.52  -0.52 5.13  19.00 30.24
-6.625  34.875  6.21  6.86  6.49  -0.17 3.48  19.56 31.72
-6.375  34.875  6.21  6.81  6.46  -0.05 2.58  20.14 32.69
-6.125  34.875  6.21  6.76  6.44  0.06  2.08  20.15 33.13
-5.875  34.875  6.2 6.69  6.41  0.15  1.32  19.73 33.53
-5.625  34.875  6.19  6.61  6.37  0.25  0.70  20.00 34.48
-5.375  34.875  6.17  6.53  6.33  0.47  0.84  20.03 35.38
-5.125  34.875  6.16  6.46  6.29  0.49  1.11  20.84 35.93
-4.875  34.875  6.14  6.4 6.27  0.79  1.47  18.82 36.16
-4.625  34.875  6.13  6.37  6.25  1.33  1.85  18.96 36.06
-4.375  34.875  6.13  6.34  6.23  1.28  2.20  19.74 35.69
-4.125  34.875  6.13  6.33  6.22  1.22  2.37  20.06 34.53
-3.875  34.875  6.12  6.32  6.21  1.06  2.43  19.38 33.24
-3.625  34.875  6.12  6.31  6.21  0.71  2.47  17.75 31.50
-3.375  34.875  6.12  6.31  6.21  0.47  2.51  16.66 29.40
-3.125  34.875  6.12  6.3 6.21  0.44  2.53  15.30 28.07
-2.875  34.875  6.12  6.29  6.20  0.28  2.50  15.77 27.57
-2.625  34.875  6.11  6.28  6.19  0.29  2.46  15.68 27.43
-2.375  34.875  6.1 6.27  6.18  0.54  2.49  15.81 27.65
-2.125  34.875  6.1 6.25  6.17  0.60  2.58  16.08 27.89
-1.875  34.875  6.09  6.24  6.17  0.49  2.65  14.55 28.16
-1.625  34.875  6.09  6.24  6.16  0.50  2.64  16.51 28.64
-1.375  34.875  6.09  6.23  6.16  0.93  2.56  15.91 29.26
-1.125  34.875  6.09  6.23  6.16  0.97  2.46  16.22 29.98
-0.875  34.875  6.08  6.23  6.16  0.91  2.39  15.51 30.50
-0.625  34.875  6.08  6.23  6.17  0.85  2.36  13.62 30.51
-0.375  34.875  6.09  6.22  6.17  0.85  2.34  13.07 30.25
-0.125  34.875  6.08  6.22  6.17  0.83  2.31  12.66 31.28
0.125 34.875  6.08  6.22  6.17  0.94  2.19  13.11 32.77
0.375 34.875  6.09  6.22  6.17  1.11  1.96  14.54 34.67
0.625 34.875  6.09  6.21  6.17  1.04  1.66  13.23 36.38
0.875 34.875  6.09  6.2 6.17  0.98  1.27  11.09 37.28
1.125 34.875  6.1 6.2 6.18  1.08  0.64  7.99  37.40
1.375 34.875  6.1 6.2 6.19  1.09  0.75  4.42  37.47
1.625 34.875  6.05  6.22  6.15  1.12  0.88  16.01 37.63
1.875 34.875  6.05  6.21  6.15  1.09  1.11  14.86 37.78
2.125 34.875  6.05  6.21  6.15  0.94  1.52  15.14 37.85
2.375 34.875  6.05  6.21  6.15  0.87  1.86  15.36 37.85
2.625 34.875  6.04  6.22  6.16  0.87  2.04  13.96 37.79
2.875 34.875  6.04  6.22  6.16  0.89  2.13  13.99 37.72
3.125 34.875  6.03  6.22  6.15  0.99  2.13  15.22 37.65
3.375 34.875  6.03  6.24  6.15  1.15  2.08  17.28 37.54
3.625 34.875  6.03  6.24  6.14  1.13  2.18  19.01 37.52
3.875 34.875  6.02  6.24  6.14  1.13  2.22  18.22 37.43
4.125 34.875  6.02  6.23  6.14  1.01  2.42  17.32 37.18
4.375 34.875  6.01  6.23  6.14  0.88  2.69  16.72 36.99
4.625 34.875  6 6.23  6.13  0.76  2.93  17.57 36.60
4.875 34.875  6 6.23  6.13  0.54  3.27  17.56 36.13
5.125 34.875  5.99  6.23  6.12  0.36  3.65  18.39 35.80
5.375 34.875  5.98  6.23  6.12  0.26  3.99  17.93 35.67
5.625 34.875  5.97  6.23  6.11  0.23  4.16  18.68 35.63
5.875 34.875  5.96  6.23  6.10  0.24  4.17  19.42 35.84
6.125 34.875  5.96  6.23  6.10  0.37  4.06  19.63 36.40
6.375 34.875  5.95  6.22  6.09  0.30  4.13  19.88 36.85
6.625 34.875  5.94  6.22  6.08  0.40  3.80  20.39 36.98
6.875 34.875  5.93  6.22  6.07  0.58  3.15  20.67 37.02
7.125 34.875  5.91  6.21  6.07  0.65  2.59  18.75 37.22
7.375 34.875  5.9 6.21  6.05  0.80  1.98  20.29 37.45
7.625 34.875  5.89  6.21  6.04  0.83  1.55  20.75 37.69
7.875 34.875  5.87  6.21  6.04  0.94  1.10  19.48 37.86
8.125 34.875  5.86  6.21  6.04  0.86  0.89  18.88 37.92
8.375 34.875  5.86  6.22  6.04  0.77  0.73  19.28 37.83
8.625 34.875  5.88  6.24  6.06  0.66  0.61  19.09 37.56
8.875 34.875  5.93  6.28  6.11  0.61  0.48  18.21 36.98
9.125 34.875  6.02  6.35  6.19  0.48  0.62  17.84 36.13
9.375 34.875  6.13  6.42  6.28  0.39  1.12  17.49 35.03
9.625 34.875  6.25  6.5 6.38  0.32  2.30  17.33 33.62
9.875 34.875  6.37  6.59  6.48  0.15  4.22  18.02 31.83
10.125  34.875  6.49  6.67  6.58  0.17  6.19  18.16 30.13
10.375  34.875  6.61  6.75  6.68  0.14  8.00  18.97 29.94
10.625  34.875  6.69  6.79  6.74  0.08  9.18  19.71 30.23
10.875  34.875  6.7 6.82  6.75  0.00  9.67  21.89 30.61
11.125  34.875  6.7 6.83  6.75  -0.03 9.72  22.79 30.96
11.375  34.875  6.7 6.85  6.75  -0.01 9.56  23.14 29.93
11.625  34.875  6.7 6.86  6.75  -0.01 9.34  23.21 29.51
11.875  34.875  6.7 6.87  6.75  -0.02 9.10  23.15 29.01
12.125  34.875  6.7 6.89  6.76  -0.03 8.88  22.47 28.74
12.375  34.875  6.7 6.9 6.76  -0.04 8.73  22.60 28.55
12.625  34.875  6.7 6.92  6.77  -0.08 8.70  22.05 28.28
12.875  34.875  6.7 6.94  6.77  -0.13 8.73  22.40 28.03
13.125  34.875  6.7 6.96  6.78  -0.15 8.76  22.05 27.96
13.375  34.875  6.7 6.98  6.79  -0.24 8.83  21.80 27.95
13.625  34.875  6.7 7.01  6.79  -0.32 8.88  22.43 27.97
13.875  34.875  6.7 7.04  6.80  -0.39 8.86  22.51 28.20
14.125  34.875  6.66  7.07  6.79  -0.40 8.70  22.22 28.50
14.375  34.875  6.64  7.1 6.79  -0.44 8.45  22.13 28.75
14.625  34.875  6.6 7.12  6.79  -0.48 8.17  21.17 28.65
14.875  34.875  6.57  7.14  6.79  -0.39 7.81  20.33 28.20
15.125  34.875  6.54  7.16  6.79  -0.28 7.45  19.49 27.63
15.375  34.875  6.51  7.18  6.79  -0.22 7.23  18.45 26.51
15.625  34.875  6.48  7.19  6.79  -0.29 7.27  17.19 24.88
15.875  34.875  6.45  7.2 6.79  -0.36 7.36  15.52 22.29
16.125  34.875  6.42  7.2 6.78  -0.41 7.38  13.86 19.42
16.375  34.875  6.42  7.2 6.78  -1.01 7.93  13.06 17.45
16.625  34.875  6.4 7.2 6.78  -1.94 8.83  12.51 15.84
16.875  34.875  6.4 7.21  6.78  -2.43 9.14  12.07 14.65
17.125  34.875  6.39  7.2 6.78  -2.46 8.87  11.36 13.67
17.375  34.875  6.38  7.21  6.78  -2.87 9.01  11.20 13.24
17.625  34.875  6.37  7.21  6.78  -3.12 9.12  11.07 12.93
17.875  34.875  6.36  7.2 6.78  -3.05 8.70  10.54 12.38
18.125  34.875  6.34  7.19  6.76  -3.69 8.82  10.33 11.83
18.375  34.875  6.33  7.17  6.75  -3.77 8.35  9.85  11.35
18.625  34.875  6.31  7.16  6.74  -3.71 8.12  9.62  11.12
18.875  34.875  6.3 7.13  6.72  -3.78 8.33  9.83  11.33
19.125  34.875  6.28  7.1 6.67  -3.81 8.69  10.37 11.87
19.375  34.875  6.27  7.07  6.62  -3.42 8.49  10.85 12.68
19.625  34.875  6.26  7.04  6.60  -3.18 8.39  11.37 13.67
19.875  34.875  6.25  7.01  6.59  -3.00 8.74  12.17 14.95
20.125  34.875  6.24  6.98  6.57  -2.93 9.39  13.60 16.98
20.375  34.875  6.23  6.95  6.56  -2.86 9.85  14.94 19.25
20.625  34.875  6.22  6.92  6.55  -2.84 9.83  15.96 21.43
20.875  34.875  6.22  6.89  6.54  -2.69 9.18  16.12 22.46
21.125  34.875  6.22  6.86  6.54  -2.53 8.33  15.81 23.29
21.375  34.875  6.22  6.84  6.54  -2.67 7.97  15.75 24.05
21.625  34.875  6.23  6.81  6.54  -3.05 8.21  15.94 24.81
21.875  34.875  6.23  6.79  6.55  -3.18 8.24  15.60 25.42
22.125  34.875  6.24  6.76  6.55  -3.19 8.12  15.35 26.03
22.375  34.875  6.25  6.74  6.56  -3.05 7.87  14.72 26.53
22.625  34.875  6.26  6.72  6.57  -2.94 7.78  14.13 27.24
22.875  34.875  6.27  6.7 6.58  -3.03 8.05  13.60 27.94
23.125  34.875  6.27  6.69  6.59  -3.05 8.34  13.18 28.66
23.375  34.875  6.22  6.68  6.57  -2.91 8.38  13.35 29.18
23.625  34.875  6.17  6.68  6.55  -2.74 8.15  13.52 29.21
23.875  34.875  6.13  6.69  6.55  -1.25 6.19  11.78 28.54
24.125  34.875  6.11  6.7 6.56  -0.23 4.51  9.91  27.25
24.375  34.875  6.09  6.71  6.56  -1.44 5.25  10.48 26.86
24.625  34.875  6.08  6.71  6.54  -2.29 5.95  12.27 29.38
24.875  34.875  6.06  6.66  6.46  -1.54 5.03  13.75 31.19
25.125  34.875  6.09  6.65  6.43  -1.47 4.71  14.21 28.90
25.375  34.875  6.14  6.64  6.44  -1.28 4.33  12.68 25.20
25.625  34.875  6.15  6.63  6.45  -0.65 3.67  10.85 22.82
25.875  34.875  6.15  6.61  6.44  -0.84 3.87  11.04 23.26
26.125  34.875  6.15  6.6 6.45  -1.03 4.08  10.94 24.66
26.375  34.875  6.15  6.6 6.45  -1.82 4.89  11.75 25.47
26.625  34.875  6.15  6.6 6.44  -2.31 5.44  12.67 25.78
26.875  34.875  6.14  6.6 6.42  -2.38 5.79  13.67 25.92
27.125  34.875  6.13  6.59  6.41  -2.32 6.10  13.95 26.16
27.375  34.875  6.12  6.59  6.39  -1.99 6.06  14.78 26.55
27.625  34.875  6.11  6.58  6.38  -2.15 6.34  15.33 27.47
27.875  34.875  6.1 6.58  6.36  -2.73 7.22  16.95 28.46
28.125  34.875  6.09  6.57  6.35  -2.67 7.59  17.65 29.53
28.375  34.875  6.08  6.57  6.34  -2.68 7.90  18.57 30.63
28.625  34.875  6.07  6.56  6.33  -2.65 7.98  19.06 31.59
28.875  34.875  6.07  6.56  6.33  -2.56 8.10  19.48 32.34
29.125  34.875  6.06  6.56  6.33  -2.54 8.37  19.64 32.88
29.375  34.875  6.06  6.56  6.32  -2.53 8.57  20.46 33.35
29.625  34.875  6.06  6.56  6.32  -2.45 8.65  20.69 33.74
29.875  34.875  6.05  6.55  6.32  -2.42 9.19  20.59 33.98
30.125  34.875  6.05  6.55  6.33  -2.43 9.97  20.55 34.01
30.375  34.875  6.05  6.55  6.33  -2.43 10.53 20.82 33.92
30.625  34.875  6.05  6.55  6.34  -2.44 10.64 20.34 33.73
30.875  34.875  6.05  6.56  6.34  -2.46 10.63 20.47 33.45
31.125  34.875  6.05  6.56  6.35  -2.31 10.44 19.76 33.07
31.375  34.875  6.05  6.56  6.35  -2.25 10.36 19.53 32.63
31.625  34.875  6.05  6.56  6.35  -2.16 10.07 19.17 32.16
31.875  34.875  6.05  6.56  6.35  -2.10 9.13  18.43 31.71
32.125  34.875  6.05  6.56  6.35  -1.98 7.81  17.49 31.31
32.375  34.875  6.05  6.57  6.36  -0.11 5.06  15.54 31.00
32.625  34.875  6.05  6.57  6.35  0.47  4.23  15.48 30.81
32.875  34.875  6.05  6.57  6.35  0.79  3.63  15.09 30.71
33.125  34.875  6.05  6.57  6.35  0.58  3.44  14.96 30.68
33.375  34.875  6.04  6.58  6.35  0.23  3.51  15.10 30.72
33.625  34.875  6.04  6.58  6.34  -0.11 3.84  15.83 30.82
33.875  34.875  6.04  6.58  6.34  -0.82 4.86  16.42 30.87
34.125  34.875  6.04  6.58  6.33  -1.06 5.50  17.23 30.84
34.375  34.875  6.04  6.58  6.33  -1.15 5.91  17.44 30.81
34.625  34.875  6.04  6.58  6.32  -1.20 6.12  17.98 30.76
34.875  34.875  6.04  6.58  6.32  -1.51 6.90  18.36 30.71
35.125  34.875  6.04  6.58  6.32  -1.57 7.62  18.77 30.77
35.375  34.875  6.04  6.59  6.31  -1.59 8.13  19.75 30.96
-24.875 35.125  5.49  6.74  6.30  -4.64 4.74  7.24  11.84
-24.625 35.125  5.49  6.74  6.30  -4.50 4.79  7.28  11.85
-24.375 35.125  5.5 6.74  6.31  -4.73 4.85  7.28  11.87
-24.125 35.125  5.48  6.74  6.30  -4.76 4.89  7.33  11.87
-23.875 35.125  5.49  6.74  6.30  -4.81 4.91  7.36  11.86
-23.625 35.125  5.46  6.72  6.29  -4.86 4.94  7.30  11.86
-23.375 35.125  5.45  6.73  6.29  -4.91 4.98  7.35  11.86
-23.125 35.125  5.45  6.73  6.28  -4.91 5.04  7.44  11.86
-22.875 35.125  5.49  6.74  6.30  -4.98 5.08  7.47  11.86
-22.625 35.125  5.49  6.74  6.30  -4.91 5.12  7.50  11.87
-22.375 35.125  5.49  6.74  6.30  -4.90 5.16  7.53  11.88
-22.125 35.125  5.49  6.74  6.30  -4.93 5.21  7.57  11.92
-21.875 35.125  5.49  6.74  6.30  -4.95 5.27  7.63  11.98
-21.625 35.125  5.49  6.74  6.30  -5.02 5.33  7.68  12.02
-21.375 35.125  5.49  6.75  6.30  -5.09 5.38  7.76  12.04
-21.125 35.125  5.49  6.75  6.30  -5.13 5.41  7.79  12.07
-20.875 35.125  5.49  6.75  6.30  -5.16 5.44  7.82  12.10
-20.625 35.125  5.49  6.75  6.30  -5.20 5.46  7.84  12.13
-20.375 35.125  5.49  6.75  6.30  -5.25 5.50  7.88  12.16
-20.125 35.125  5.49  6.75  6.30  -5.20 5.53  7.92  12.23
-19.875 35.125  5.49  6.75  6.30  -5.17 5.56  7.97  12.31
-19.625 35.125  5.49  6.75  6.30  -5.10 5.59  8.01  12.37
-19.375 35.125  5.49  6.75  6.30  -5.13 5.62  8.03  12.38
-19.125 35.125  5.49  6.75  6.30  -5.02 5.63  8.03  12.36
